,Order Node,Hub No.,Time of Order,Waiting Time,Time of Delivery,Time To Reach,Previous Location,Car Index,Battery Left in Car
709,42520033,12,Day 0 - 19:57:15,Day 0 - 0:50:55,Day 0 - 20:12:33,Day 0 - 0:15:18,42513041,4,1
710,42437580,10,Day 0 - 19:57:51,Day 0 - 1:10:45,Day 0 - 20:0:21,Day 0 - 0:2:30,42455465,0,5
711,42894950,17,Day 0 - 19:59:22,Day 0 - 0:34:6,Day 0 - 20:16:2,Day 0 - 0:16:40,42887610,4,7
712,42491642,2,Day 0 - 20:0:42,Day 0 - 0:14:32,Day 0 - 20:2:7,Day 0 - 0:1:25,42487564,4,6
713,103194932,9,Day 0 - 20:0:49,Day 0 - 0:25:2,Day 0 - 20:14:11,Day 0 - 0:7:26,103133532,2,7
714,598043899,2,Day 0 - 20:1:30,Day 0 - 1:52:48,Day 0 - 20:5:56,Day 0 - 0:4:26,42491642,3,10
715,42471180,2,Day 0 - 20:2:0,Day 0 - 0:44:18,Day 0 - 20:7:25,Day 0 - 0:5:25,42491642,0,2
716,42508965,1,Day 0 - 20:2:47,Day 0 - 1:44:38,Day 0 - 20:13:37,Day 0 - 0:10:50,1167491913,4,6
717,42723494,16,Day 0 - 20:3:22,Day 0 - 1:56:56,Day 0 - 20:7:8,Day 0 - 0:3:46,42757571,2,9
718,42823222,7,Day 0 - 20:3:48,Day 0 - 1:6:15,Day 0 - 20:8:48,Day 0 - 0:5:0,42901824,2,4
719,2831728346,8,Day 0 - 20:4:5,Day 0 - 1:4:44,Day 0 - 20:7:32,Day 0 - 0:3:27,595800941,3,1
720,42472614,17,Day 0 - 20:5:15,Day 0 - 1:22:18,Day 0 - 20:14:4,Day 0 - 0:2:41,42894950,3,3
721,42894768,17,Day 0 - 20:5:27,Day 0 - 1:33:39,Day 0 - 20:22:7,Day 0 - 0:16:40,42894950,0,3
722,596646145,18,Day 0 - 20:6:4,Day 0 - 1:4:23,Day 0 - 20:11:14,Day 0 - 0:5:10,42759530,0,7
723,103872688,4,Day 0 - 20:6:42,Day 0 - 1:19:37,Day 0 - 20:10:2,Day 0 - 0:3:20,103855635,1,7
724,42863481,7,Day 0 - 20:7:32,Day 0 - 1:14:21,Day 0 - 20:13:13,Day 0 - 0:5:41,42901824,4,4
725,42921302,17,Day 0 - 20:9:3,Day 0 - 0:27:32,Day 0 - 20:26:19,Day 0 - 0:9:10,42894950,2,1
726,42736350,15,Day 0 - 20:10:31,Day 0 - 0:11:0,Day 0 - 20:11:10,Day 0 - 0:0:39,42769868,0,8
727,42858943,7,Day 0 - 20:10:39,Day 0 - 1:9:55,Day 0 - 20:12:10,Day 0 - 0:1:31,42863481,3,4
728,42474121,10,Day 0 - 20:13:25,Day 0 - 0:58:38,Day 0 - 20:15:40,Day 0 - 0:2:15,42455465,2,9
729,42478335,2,Day 0 - 20:16:38,Day 0 - 1:15:49,Day 0 - 20:20:38,Day 0 - 0:4:0,42491642,1,2
730,42868281,19,Day 0 - 20:17:49,Day 0 - 1:35:39,Day 0 - 20:29:29,Day 0 - 0:11:40,42808548,1,8
731,42495278,1,Day 0 - 20:18:58,Day 0 - 1:10:24,Day 0 - 20:34:48,Day 0 - 0:15:50,42508965,2,4
732,42908398,17,Day 0 - 20:19:5,Day 0 - 1:47:40,Day 0 - 20:34:55,Day 0 - 0:15:50,42894950,1,3
733,42498745,1,Day 0 - 20:19:21,Day 0 - 0:28:57,Day 0 - 20:34:21,Day 0 - 0:15:0,42508965,0,1
734,598031720,10,Day 0 - 20:19:55,Day 0 - 0:15:36,Day 0 - 20:25:32,Day 0 - 0:5:37,42455465,1,7
735,42827916,7,Day 0 - 20:20:29,Day 0 - 0:27:13,Day 0 - 20:28:6,Day 0 - 0:7:37,42863481,0,4
736,42473728,1,Day 0 - 20:21:47,Day 0 - 0:43:1,Day 0 - 20:27:37,Day 0 - 0:5:50,42508965,3,2
737,42526037,6,Day 0 - 20:22:42,Day 0 - 0:30:5,Day 0 - 20:29:22,Day 0 - 0:6:40,42509576,2,9
738,42882078,7,Day 0 - 20:24:21,Day 0 - 1:40:45,Day 0 - 20:36:51,Day 0 - 0:12:30,42863481,2,3
739,530805992,14,Day 0 - 20:25:36,Day 0 - 1:58:45,Day 0 - 20:33:18,Day 0 - 0:7:42,103179971,1,9
740,103864489,10,Day 0 - 20:28:4,Day 0 - 1:17:26,Day 0 - 20:39:33,Day 0 - 0:11:29,42455465,0,4
741,42471337,1,Day 0 - 20:28:9,Day 0 - 1:52:32,Day 0 - 20:50:7,Day 0 - 0:12:30,42508965,3,1
742,597294501,3,Day 0 - 20:28:45,Day 0 - 1:40:34,Day 0 - 20:33:12,Day 0 - 0:4:27,42808170,0,5
743,42851064,19,Day 0 - 20:29:55,Day 0 - 0:28:9,Day 0 - 20:46:35,Day 0 - 0:16:40,42808548,0,10
744,448100066,6,Day 0 - 20:29:57,Day 0 - 1:52:13,Day 0 - 20:45:47,Day 0 - 0:15:50,42509576,3,10
745,42486036,6,Day 0 - 20:30:6,Day 0 - 1:31:6,Day 0 - 20:46:46,Day 0 - 0:16:40,42509576,0,5
746,42443361,11,Day 0 - 20:30:13,Day 0 - 0:23:54,Day 0 - 20:34:44,Day 0 - 0:4:31,42432700,0,1
747,2302476358,3,Day 0 - 20:30:22,Day 0 - 0:41:35,Day 0 - 20:32:48,Day 0 - 0:2:26,42808170,3,8
748,42514850,10,Day 0 - 20:30:37,Day 0 - 0:43:8,Day 0 - 20:32:43,Day 0 - 0:2:6,42455465,2,8
749,596584590,18,Day 0 - 20:31:42,Day 0 - 1:38:53,Day 0 - 20:40:52,Day 0 - 0:9:10,42759530,4,9
750,1941708236,5,Day 0 - 20:32:46,Day 0 - 0:57:17,Day 0 - 20:48:36,Day 0 - 0:15:50,588175740,2,4
751,42457426,10,Day 0 - 20:34:29,Day 0 - 1:57:32,Day 0 - 20:36:22,Day 0 - 0:1:53,42455465,3,6
752,42520484,1,Day 0 - 20:35:30,Day 0 - 1:51:48,Day 0 - 21:6:28,Day 0 - 0:21:40,42508965,2,3
753,42739393,0,Day 0 - 20:36:16,Day 0 - 1:26:7,Day 0 - 20:41:57,Day 0 - 0:5:41,42740650,3,1
754,103143372,14,Day 0 - 20:37:57,Day 0 - 1:2:56,Day 0 - 20:52:57,Day 0 - 0:15:0,103179971,3,8
755,42820390,19,Day 0 - 20:38:3,Day 0 - 1:46:43,Day 0 - 20:45:33,Day 0 - 0:7:30,42808548,2,10
756,103295503,9,Day 0 - 20:38:7,Day 0 - 1:56:2,Day 0 - 20:45:37,Day 0 - 0:7:30,103133532,1,1
757,103160803,14,Day 0 - 20:38:10,Day 0 - 0:28:4,Day 0 - 20:40:40,Day 0 - 0:2:30,103179971,4,4
758,42844156,7,Day 0 - 20:40:21,Day 0 - 0:31:31,Day 0 - 20:44:33,Day 0 - 0:4:12,42863481,0,3
759,42746286,16,Day 0 - 20:41:3,Day 0 - 1:50:18,Day 0 - 20:48:13,Day 0 - 0:7:10,42757571,2,8
760,42445263,8,Day 0 - 20:41:17,Day 0 - 1:40:15,Day 0 - 20:45:38,Day 0 - 0:4:21,595800941,1,10
761,42846679,7,Day 0 - 20:42:33,Day 0 - 0:49:4,Day 0 - 20:46:12,Day 0 - 0:3:39,42863481,3,3
762,42745916,13,Day 0 - 20:42:40,Day 0 - 0:23:58,Day 0 - 20:46:54,Day 0 - 0:4:14,42783589,4,8
763,42766597,18,Day 0 - 20:42:45,Day 0 - 1:12:21,Day 0 - 20:59:59,Day 0 - 0:17:14,596584590,0,6
764,42818912,17,Day 0 - 20:42:53,Day 0 - 1:5:54,Day 0 - 20:46:13,Day 0 - 0:3:20,42894950,4,6
765,276062183,19,Day 0 - 20:49:38,Day 0 - 1:25:36,Day 0 - 21:9:18,Day 0 - 0:13:45,42808548,2,9
766,42478513,12,Day 0 - 20:50:10,Day 0 - 1:18:43,Day 0 - 20:51:27,Day 0 - 0:1:17,42477756,1,6
767,42488107,6,Day 0 - 20:50:37,Day 0 - 1:35:23,Day 0 - 20:59:16,Day 0 - 0:2:30,42509576,0,4
768,42517600,2,Day 0 - 20:51:13,Day 0 - 0:33:1,Day 0 - 20:53:30,Day 0 - 0:2:17,42491642,3,9
769,1942055074,2,Day 0 - 20:52:21,Day 0 - 0:58:13,Day 0 - 20:55:23,Day 0 - 0:3:2,42491642,1,1
770,42443561,11,Day 0 - 20:52:26,Day 0 - 0:49:55,Day 0 - 20:53:43,Day 0 - 0:1:17,42432700,4,1
771,42496098,6,Day 0 - 20:55:11,Day 0 - 0:42:48,Day 0 - 21:3:7,Day 0 - 0:7:20,42509576,3,9
772,42903283,17,Day 0 - 20:56:17,Day 0 - 1:52:55,Day 0 - 21:2:7,Day 0 - 0:5:50,42818912,4,5
773,277631097,7,Day 0 - 20:57:54,Day 0 - 1:35:0,Day 0 - 21:3:44,Day 0 - 0:5:50,42863481,2,2
774,42428468,10,Day 0 - 20:58:19,Day 0 - 0:38:59,Day 0 - 21:1:28,Day 0 - 0:3:9,42455465,4,3
775,42480555,2,Day 0 - 20:58:37,Day 0 - 1:44:31,Day 0 - 21:6:25,Day 0 - 0:7:48,42491642,0,1
776,42466019,6,Day 0 - 20:58:46,Day 0 - 0:16:47,Day 0 - 21:12:6,Day 0 - 0:13:20,42509576,1,10
777,42517561,6,Day 0 - 20:58:50,Day 0 - 0:55:14,Day 0 - 21:6:20,Day 0 - 0:7:30,42509576,2,8
778,103885411,4,Day 0 - 20:59:19,Day 0 - 1:28:6,Day 0 - 21:3:35,Day 0 - 0:4:16,103855635,2,10
779,103135795,9,Day 0 - 21:0:44,Day 0 - 1:50:46,Day 0 - 21:5:44,Day 0 - 0:5:0,103133532,3,2
780,42731821,15,Day 0 - 21:0:56,Day 0 - 0:33:23,Day 0 - 21:2:26,Day 0 - 0:1:30,42769868,0,7
781,42927127,19,Day 0 - 21:1:23,Day 0 - 0:35:0,Day 0 - 21:18:3,Day 0 - 0:16:40,42808548,1,7
782,42515840,2,Day 0 - 21:1:26,Day 0 - 0:14:32,Day 0 - 21:5:26,Day 0 - 0:4:0,42491642,2,10
783,42518655,1,Day 0 - 21:2:23,Day 0 - 0:41:5,Day 0 - 21:23:13,Day 0 - 0:20:50,42508965,1,5
784,42888672,3,Day 0 - 21:2:38,Day 0 - 0:14:12,Day 0 - 21:5:22,Day 0 - 0:2:44,42808170,3,7
785,1692433938,10,Day 0 - 21:3:35,Day 0 - 0:47:0,Day 0 - 21:7:49,Day 0 - 0:4:14,42428468,3,5
786,103235877,14,Day 0 - 21:4:23,Day 0 - 1:46:52,Day 0 - 21:14:23,Day 0 - 0:10:0,103160803,2,8
787,274328827,19,Day 0 - 21:5:2,Day 0 - 1:30:37,Day 0 - 21:23:26,Day 0 - 0:18:24,42808548,4,7
788,42782146,16,Day 0 - 21:8:53,Day 0 - 1:27:52,Day 0 - 21:11:45,Day 0 - 0:2:52,42757571,3,3
789,42511146,3,Day 0 - 21:8:56,Day 0 - 1:51:56,Day 0 - 21:13:28,Day 0 - 0:4:32,42808170,2,3
790,103078606,18,Day 0 - 21:11:41,Day 0 - 0:39:20,Day 0 - 21:18:47,Day 0 - 0:7:6,596584590,3,9
791,42737009,18,Day 0 - 21:11:50,Day 0 - 1:42:44,Day 0 - 21:16:0,Day 0 - 0:4:10,596584590,0,5
792,42875818,5,Day 0 - 21:13:39,Day 0 - 0:25:40,Day 0 - 21:18:39,Day 0 - 0:5:0,588175740,2,3
793,1257570073,12,Day 0 - 21:14:13,Day 0 - 0:55:48,Day 0 - 21:25:3,Day 0 - 0:10:50,42477756,0,2
794,103235749,9,Day 0 - 21:14:37,Day 0 - 1:21:55,Day 0 - 21:32:7,Day 0 - 0:17:30,103133532,0,6
795,42836264,3,Day 0 - 21:14:39,Day 0 - 0:36:16,Day 0 - 21:18:28,Day 0 - 0:3:49,42808170,1,8
796,42731656,0,Day 0 - 21:15:0,Day 0 - 1:56:4,Day 0 - 21:28:20,Day 0 - 0:13:20,42740650,2,9
797,596271291,8,Day 0 - 21:16:0,Day 0 - 0:37:52,Day 0 - 21:17:51,Day 0 - 0:1:51,595800941,4,2
798,103238160,9,Day 0 - 21:16:2,Day 0 - 1:48:43,Day 0 - 21:25:12,Day 0 - 0:9:10,103133532,3,1
799,42511622,17,Day 0 - 21:16:24,Day 0 - 0:34:1,Day 0 - 21:21:45,Day 0 - 0:5:21,42903283,3,2
800,42492699,12,Day 0 - 21:17:26,Day 0 - 0:43:42,Day 0 - 21:29:4,Day 0 - 0:11:38,42477756,4,10
801,42433272,10,Day 0 - 21:17:39,Day 0 - 1:42:51,Day 0 - 21:20:53,Day 0 - 0:3:3,42428468,3,4
802,42810501,3,Day 0 - 21:18:38,Day 0 - 0:42:52,Day 0 - 21:21:47,Day 0 - 0:3:9,42808170,3,6
803,42818139,3,Day 0 - 21:19:41,Day 0 - 1:25:8,Day 0 - 21:23:57,Day 0 - 0:4:16,42808170,0,4
804,42888073,3,Day 0 - 21:20:17,Day 0 - 0:42:11,Day 0 - 21:27:55,Day 0 - 0:7:38,42808170,4,1
805,103123096,14,Day 0 - 21:21:20,Day 0 - 0:53:37,Day 0 - 21:36:3,Day 0 - 0:11:40,103160803,2,7
806,103878646,4,Day 0 - 21:22:49,Day 0 - 1:20:53,Day 0 - 21:30:19,Day 0 - 0:7:30,103855635,0,7
807,42435873,15,Day 0 - 21:22:54,Day 0 - 0:56:9,Day 0 - 21:26:45,Day 0 - 0:3:51,42769868,2,9
808,42523325,12,Day 0 - 21:22:58,Day 0 - 0:57:51,Day 0 - 21:33:3,Day 0 - 0:10:5,42492699,1,5
809,42812934,17,Day 0 - 21:23:58,Day 0 - 0:36:0,Day 0 - 21:33:58,Day 0 - 0:10:0,42903283,0,2
810,42489302,1,Day 0 - 21:24:17,Day 0 - 1:1:43,Day 0 - 21:40:7,Day 0 - 0:15:50,42508965,0,10
811,42741718,18,Day 0 - 21:25:9,Day 0 - 0:57:59,Day 0 - 21:37:34,Day 0 - 0:8:47,596584590,3,8
812,42775981,16,Day 0 - 21:25:55,Day 0 - 1:39:51,Day 0 - 21:29:13,Day 0 - 0:3:18,42757571,2,7
813,42483782,1,Day 0 - 21:26:59,Day 0 - 1:16:3,Day 0 - 21:34:29,Day 0 - 0:7:30,42508965,2,2
814,42754139,0,Day 0 - 21:28:0,Day 0 - 1:31:49,Day 0 - 21:42:10,Day 0 - 0:14:10,42740650,1,9
815,42445936,11,Day 0 - 21:28:13,Day 0 - 0:30:57,Day 0 - 21:30:6,Day 0 - 0:1:53,42430384,0,10
816,42759215,18,Day 0 - 21:28:16,Day 0 - 1:20:26,Day 0 - 21:43:8,Day 0 - 0:14:52,596584590,4,8
817,42436949,10,Day 0 - 21:29:9,Day 0 - 1:9:43,Day 0 - 21:33:29,Day 0 - 0:4:20,42428468,4,2
818,42480552,2,Day 0 - 21:29:24,Day 0 - 1:53:44,Day 0 - 21:35:54,Day 0 - 0:6:30,42491642,2,9
819,42516131,6,Day 0 - 21:29:51,Day 0 - 0:31:15,Day 0 - 21:34:51,Day 0 - 0:5:0,42509576,1,9
820,596478876,18,Day 0 - 21:30:59,Day 0 - 0:22:57,Day 0 - 21:42:39,Day 0 - 0:11:40,42759215,0,4
821,42436700,11,Day 0 - 21:31:1,Day 0 - 0:42:18,Day 0 - 21:32:43,Day 0 - 0:1:42,42430384,4,10
822,42806771,19,Day 0 - 21:31:28,Day 0 - 0:50:38,Day 0 - 21:37:18,Day 0 - 0:5:50,274328827,3,3
823,42443029,11,Day 0 - 21:32:25,Day 0 - 1:40:16,Day 0 - 21:33:28,Day 0 - 0:1:3,42436700,1,1
824,42904122,7,Day 0 - 21:34:55,Day 0 - 1:3:9,Day 0 - 21:42:50,Day 0 - 0:7:55,42863481,0,2
825,42429830,10,Day 0 - 21:36:39,Day 0 - 1:46:1,Day 0 - 21:41:36,Day 0 - 0:4:57,42436949,3,3
826,452380556,5,Day 0 - 21:37:2,Day 0 - 0:18:39,Day 0 - 21:42:52,Day 0 - 0:5:50,588175740,1,10
827,1061531527,11,Day 0 - 21:40:16,Day 0 - 0:24:7,Day 0 - 21:46:6,Day 0 - 0:5:50,42436700,0,9
828,103222201,14,Day 0 - 21:41:55,Day 0 - 0:59:20,Day 0 - 21:47:45,Day 0 - 0:5:50,103160803,0,6
829,42820280,19,Day 0 - 21:43:13,Day 0 - 0:22:22,Day 0 - 21:53:8,Day 0 - 0:5:50,274328827,3,2
830,42534798,1,Day 0 - 21:43:16,Day 0 - 1:59:44,Day 0 - 21:49:56,Day 0 - 0:6:40,42508965,3,10
831,42845918,3,Day 0 - 21:43:25,Day 0 - 1:19:35,Day 0 - 21:46:15,Day 0 - 0:2:50,42819599,1,7
832,42825270,3,Day 0 - 21:43:29,Day 0 - 0:43:36,Day 0 - 21:48:57,Day 0 - 0:5:28,42819599,3,5
833,42731521,18,Day 0 - 21:44:39,Day 0 - 1:32:26,Day 0 - 21:52:25,Day 0 - 0:4:51,42759215,3,7
834,42503126,1,Day 0 - 21:47:11,Day 0 - 0:23:28,Day 0 - 21:53:51,Day 0 - 0:6:40,42508965,4,5
835,42440025,11,Day 0 - 21:47:45,Day 0 - 1:26:14,Day 0 - 21:50:23,Day 0 - 0:2:38,42436700,4,9
836,42818218,3,Day 0 - 21:52:39,Day 0 - 1:43:46,Day 0 - 21:59:27,Day 0 - 0:6:48,42819599,0,3
837,42874087,3,Day 0 - 21:52:59,Day 0 - 0:28:50,Day 0 - 22:2:0,Day 0 - 0:5:45,42819599,1,6
838,42471089,2,Day 0 - 21:53:50,Day 0 - 1:5:47,Day 0 - 21:57:31,Day 0 - 0:3:41,42491642,4,5
839,42817530,17,Day 0 - 21:54:17,Day 0 - 1:50:23,Day 0 - 22:0:7,Day 0 - 0:5:50,42903283,4,4
840,42817196,19,Day 0 - 21:54:47,Day 0 - 1:38:3,Day 0 - 22:13:7,Day 0 - 0:18:20,274328827,1,6
841,42732620,18,Day 0 - 21:55:0,Day 0 - 1:40:28,Day 0 - 22:0:30,Day 0 - 0:5:30,42759215,2,9
842,42814531,3,Day 0 - 21:55:12,Day 0 - 0:52:18,Day 0 - 22:1:50,Day 0 - 0:6:38,42819599,2,2
843,474758011,13,Day 0 - 21:55:39,Day 0 - 0:27:49,Day 0 - 22:2:13,Day 0 - 0:6:34,42745916,1,1
844,42505507,12,Day 0 - 21:56:5,Day 0 - 0:31:48,Day 0 - 22:4:11,Day 0 - 0:8:6,42492699,1,4
845,42486488,17,Day 0 - 21:57:46,Day 0 - 0:26:33,Day 0 - 22:6:9,Day 0 - 0:8:23,42817530,3,1
846,42512451,17,Day 0 - 21:57:48,Day 0 - 0:28:19,Day 0 - 22:15:2,Day 0 - 0:17:14,42817530,2,10
847,42746717,18,Day 0 - 21:58:16,Day 0 - 0:22:41,Day 0 - 22:7:57,Day 0 - 0:9:41,42759215,0,3
848,42466929,12,Day 0 - 21:59:12,Day 0 - 0:36:35,Day 0 - 22:16:38,Day 0 - 0:2:26,42492699,1,3
849,103179629,14,Day 0 - 21:59:15,Day 0 - 0:24:52,Day 0 - 22:4:15,Day 0 - 0:5:0,103160803,3,7
850,42820255,17,Day 0 - 21:59:38,Day 0 - 0:39:22,Day 0 - 22:13:48,Day 0 - 0:14:10,42817530,0,1
851,42501738,6,Day 0 - 22:0:17,Day 0 - 0:57:35,Day 0 - 22:13:11,Day 0 - 0:12:54,42509576,3,8
852,42911256,7,Day 0 - 22:0:31,Day 0 - 0:15:52,Day 0 - 22:4:29,Day 0 - 0:3:58,42863481,3,2
853,42883147,3,Day 0 - 22:1:23,Day 0 - 0:32:19,Day 0 - 22:4:58,Day 0 - 0:3:35,42819599,3,4
854,42903537,19,Day 0 - 22:1:44,Day 0 - 1:9:37,Day 0 - 22:12:34,Day 0 - 0:10:50,274328827,0,9
855,42881360,19,Day 0 - 22:3:16,Day 0 - 0:22:5,Day 0 - 22:23:16,Day 0 - 0:20:0,274328827,4,6
856,597325435,3,Day 0 - 22:4:25,Day 0 - 1:23:49,Day 0 - 22:9:34,Day 0 - 0:5:9,42819599,4,10
857,42734603,0,Day 0 - 22:4:33,Day 0 - 0:56:55,Day 0 - 22:6:49,Day 0 - 0:2:16,42740650,2,8
858,42466244,2,Day 0 - 22:6:28,Day 0 - 1:13:17,Day 0 - 22:7:18,Day 0 - 0:0:50,42471089,0,10
859,103862206,4,Day 0 - 22:7:1,Day 0 - 1:52:55,Day 0 - 22:14:45,Day 0 - 0:7:44,103855635,3,10
860,42729986,15,Day 0 - 22:7:59,Day 0 - 1:14:34,Day 0 - 22:11:52,Day 0 - 0:3:53,42769868,1,6
861,42768232,0,Day 0 - 22:9:31,Day 0 - 0:31:30,Day 0 - 22:15:21,Day 0 - 0:5:50,42740650,4,9
862,42520109,10,Day 0 - 22:9:46,Day 0 - 1:28:40,Day 0 - 22:15:42,Day 0 - 0:5:56,42436949,1,6
863,2912071078,15,Day 0 - 22:11:48,Day 0 - 1:42:28,Day 0 - 22:13:53,Day 0 - 0:2:5,42769868,0,6
864,42722340,3,Day 0 - 22:14:9,Day 0 - 1:46:14,Day 0 - 22:24:34,Day 0 - 0:10:25,597325435,1,5
865,598669037,17,Day 0 - 22:14:45,Day 0 - 0:32:20,Day 0 - 22:26:25,Day 0 - 0:11:40,42817530,1,2
866,42429324,11,Day 0 - 22:15:27,Day 0 - 0:45:20,Day 0 - 22:20:29,Day 0 - 0:5:2,42440025,1,10
867,42903897,17,Day 0 - 22:15:41,Day 0 - 1:55:26,Day 0 - 22:39:51,Day 0 - 0:24:10,42817530,4,3
868,42869757,17,Day 0 - 22:19:44,Day 0 - 1:48:6,Day 0 - 22:41:25,Day 0 - 0:5:0,42903897,1,1
869,42807312,19,Day 0 - 22:20:20,Day 0 - 1:16:26,Day 0 - 22:38:28,Day 0 - 0:18:8,42881360,2,8
870,42876443,7,Day 0 - 22:22:0,Day 0 - 1:35:0,Day 0 - 22:34:30,Day 0 - 0:12:30,42863481,2,1
871,42888084,3,Day 0 - 22:23:29,Day 0 - 1:49:12,Day 0 - 22:25:26,Day 0 - 0:1:57,597325435,3,3
872,1942314258,5,Day 0 - 22:24:20,Day 0 - 1:42:50,Day 0 - 22:27:40,Day 0 - 0:3:20,588175740,2,2
873,597324663,3,Day 0 - 22:24:28,Day 0 - 1:43:18,Day 0 - 22:26:35,Day 0 - 0:2:7,597325435,4,9
874,42493603,12,Day 0 - 22:24:52,Day 0 - 1:54:58,Day 0 - 22:35:22,Day 0 - 0:8:43,42492699,1,2
875,42493509,1,Day 0 - 22:24:52,Day 0 - 0:47:33,Day 0 - 22:37:22,Day 0 - 0:12:30,42503126,2,1
876,42734712,0,Day 0 - 22:26:0,Day 0 - 0:30:16,Day 0 - 22:35:10,Day 0 - 0:9:10,42768232,3,10
877,42476751,2,Day 0 - 22:27:2,Day 0 - 1:48:27,Day 0 - 22:30:1,Day 0 - 0:2:59,42471089,2,8
878,103093259,14,Day 0 - 22:27:10,Day 0 - 1:19:5,Day 0 - 22:33:0,Day 0 - 0:5:50,103160803,0,5
879,103866803,4,Day 0 - 22:27:52,Day 0 - 1:33:19,Day 0 - 22:32:37,Day 0 - 0:4:45,103855635,1,6
880,42918853,17,Day 0 - 22:28:18,Day 0 - 1:4:5,Day 0 - 23:1:38,Day 0 - 0:33:20,42903897,2,9
881,2329230147,0,Day 0 - 22:30:20,Day 0 - 0:22:46,Day 0 - 22:35:33,Day 0 - 0:5:13,42768232,2,7
882,42751677,18,Day 0 - 22:30:49,Day 0 - 0:52:18,Day 0 - 22:36:44,Day 0 - 0:5:55,42759215,2,8
883,42490807,6,Day 0 - 22:31:10,Day 0 - 0:42:33,Day 0 - 22:35:20,Day 0 - 0:4:10,42509576,0,3
884,42471628,17,Day 0 - 22:32:58,Day 0 - 0:53:13,Day 0 - 23:2:45,Day 0 - 0:12:54,42903897,4,2
885,42918523,19,Day 0 - 22:33:38,Day 0 - 1:50:8,Day 0 - 22:41:8,Day 0 - 0:7:30,42881360,0,8
886,42733778,15,Day 0 - 22:34:16,Day 0 - 1:41:34,Day 0 - 22:35:14,Day 0 - 0:0:58,42769868,0,5
887,103296163,14,Day 0 - 22:34:30,Day 0 - 1:10:46,Day 0 - 22:43:40,Day 0 - 0:9:10,103160803,1,8
888,103227652,14,Day 0 - 22:34:41,Day 0 - 0:56:7,Day 0 - 22:51:21,Day 0 - 0:16:40,103160803,2,6
889,42505741,1,Day 0 - 22:34:59,Day 0 - 0:34:13,Day 0 - 22:43:19,Day 0 - 0:8:20,42503126,3,9
890,42921252,17,Day 0 - 22:38:14,Day 0 - 0:39:13,Day 0 - 23:15:16,Day 0 - 0:17:30,42471628,3,10
891,42445972,11,Day 0 - 22:38:44,Day 0 - 1:2:56,Day 0 - 22:41:23,Day 0 - 0:2:39,42440025,4,8
892,42432181,10,Day 0 - 22:40:10,Day 0 - 1:29:34,Day 0 - 22:44:39,Day 0 - 0:4:29,42436949,3,2
893,42531001,6,Day 0 - 22:40:28,Day 0 - 0:44:37,Day 0 - 22:52:8,Day 0 - 0:11:40,42509576,2,7
894,42533144,1,Day 0 - 22:41:33,Day 0 - 1:42:46,Day 0 - 22:57:23,Day 0 - 0:15:50,42503126,1,4
895,42764970,13,Day 0 - 22:42:12,Day 0 - 1:2:28,Day 0 - 22:48:13,Day 0 - 0:6:1,42745916,1,10
896,103120409,9,Day 0 - 22:42:52,Day 0 - 1:47:24,Day 0 - 23:4:28,Day 0 - 0:21:36,103133532,4,8
897,595320307,8,Day 0 - 22:43:24,Day 0 - 0:18:30,Day 0 - 22:45:38,Day 0 - 0:2:14,596271291,2,1
898,42849278,5,Day 0 - 22:43:55,Day 0 - 1:24:13,Day 0 - 22:51:25,Day 0 - 0:7:30,588175740,2,1
899,42884696,19,Day 0 - 22:44:11,Day 0 - 1:48:22,Day 0 - 23:0:58,Day 0 - 0:12:30,42881360,2,7
900,103112655,13,Day 0 - 22:46:37,Day 0 - 1:5:33,Day 0 - 22:52:11,Day 0 - 0:5:34,42745916,3,7
901,2089937872,7,Day 0 - 22:47:0,Day 0 - 1:34:17,Day 0 - 22:53:40,Day 0 - 0:6:40,42863481,4,3
902,42899051,7,Day 0 - 22:48:42,Day 0 - 1:42:18,Day 0 - 22:49:50,Day 0 - 0:1:8,2089937872,3,1
903,42852790,3,Day 0 - 22:50:35,Day 0 - 1:39:13,Day 0 - 22:54:16,Day 0 - 0:3:41,597324663,0,2
904,103235829,14,Day 0 - 22:51:19,Day 0 - 1:46:40,Day 0 - 23:7:9,Day 0 - 0:15:50,103160803,3,6
905,42772083,18,Day 0 - 22:53:59,Day 0 - 1:48:14,Day 0 - 22:57:40,Day 0 - 0:3:41,42759215,4,7
906,42496086,6,Day 0 - 22:54:46,Day 0 - 1:56:0,Day 0 - 23:8:31,Day 0 - 0:13:45,42509576,1,8
907,42468453,2,Day 0 - 22:54:57,Day 0 - 1:50:55,Day 0 - 22:56:48,Day 0 - 0:1:51,42471089,0,9
908,42516094,2,Day 0 - 22:55:21,Day 0 - 1:55:57,Day 0 - 22:59:38,Day 0 - 0:4:17,42471089,2,7
909,103866902,4,Day 0 - 22:56:55,Day 0 - 1:4:28,Day 0 - 23:2:25,Day 0 - 0:5:30,103855635,4,10
910,42460898,6,Day 0 - 22:57:36,Day 0 - 0:10:44,Day 0 - 23:6:46,Day 0 - 0:9:10,42509576,0,2
911,42866346,7,Day 0 - 22:57:44,Day 0 - 1:45:5,Day 0 - 23:3:13,Day 0 - 0:5:29,2089937872,0,1
912,42435269,11,Day 0 - 23:1:1,Day 0 - 0:50:17,Day 0 - 23:2:14,Day 0 - 0:1:13,42445972,0,8
