,Order Node,Hub No.,Time of Order,Waiting Time,Time of Delivery,Time To Reach,Previous Location,Car Index,Battery Left in Car
1490,42807081,3,Day 1 - 15:10:14,Day 0 - 0:59:54,Day 1 - 15:12:48,Day 0 - 0:2:34,42836221,1,4
1491,42780087,18,Day 1 - 15:11:8,Day 0 - 1:19:58,Day 1 - 15:22:48,Day 0 - 0:11:40,42741588,2,1
1492,103199472,14,Day 1 - 15:11:21,Day 0 - 0:45:8,Day 1 - 15:13:1,Day 0 - 0:1:40,103179971,2,1
1493,42822426,7,Day 1 - 15:12:19,Day 0 - 1:21:29,Day 1 - 15:18:9,Day 0 - 0:5:50,42899883,1,1
1494,42513595,12,Day 1 - 15:12:34,Day 0 - 1:3:6,Day 1 - 15:15:4,Day 0 - 0:2:30,42502312,2,6
1495,42487342,6,Day 1 - 15:14:16,Day 0 - 0:55:59,Day 1 - 15:20:6,Day 0 - 0:5:50,42479540,3,10
1496,42759314,16,Day 1 - 15:14:47,Day 0 - 1:23:15,Day 1 - 15:15:44,Day 0 - 0:0:57,42445637,2,2
1497,42512129,12,Day 1 - 15:15:33,Day 0 - 1:22:3,Day 1 - 15:22:55,Day 0 - 0:7:22,42502312,3,7
1498,42861342,3,Day 1 - 15:16:20,Day 0 - 1:41:53,Day 1 - 15:28:58,Day 0 - 0:8:29,42836221,3,8
1499,103864693,4,Day 1 - 15:18:41,Day 0 - 0:14:13,Day 1 - 15:24:23,Day 0 - 0:5:42,103877210,0,2
1500,42479524,10,Day 1 - 15:20:22,Day 0 - 1:3:33,Day 1 - 15:27:57,Day 0 - 0:7:35,42449580,2,4
1501,42481025,2,Day 1 - 15:20:45,Day 0 - 1:41:39,Day 1 - 15:24:49,Day 0 - 0:3:5,42511223,1,3
1502,371188918,11,Day 1 - 15:20:50,Day 0 - 1:31:54,Day 1 - 15:24:14,Day 0 - 0:1:13,42434810,1,6
1503,42844635,3,Day 1 - 15:21:6,Day 0 - 1:44:1,Day 1 - 15:23:48,Day 0 - 0:1:0,42836221,1,3
1504,1909423513,1,Day 1 - 15:21:37,Day 0 - 1:43:14,Day 1 - 15:54:57,Day 0 - 0:33:20,2282434917,4,2
1505,42476235,12,Day 1 - 15:25:1,Day 0 - 1:56:10,Day 1 - 15:40:4,Day 0 - 0:15:0,42502312,2,5
1506,42815707,7,Day 1 - 15:25:30,Day 0 - 0:45:36,Day 1 - 15:32:34,Day 0 - 0:7:4,42899883,4,9
1507,60923194,15,Day 1 - 15:25:45,Day 0 - 1:47:10,Day 1 - 15:29:35,Day 0 - 0:3:50,42741420,0,9
1508,42758053,15,Day 1 - 15:26:3,Day 0 - 0:31:22,Day 1 - 15:30:44,Day 0 - 0:4:41,42741420,2,10
1509,42451402,10,Day 1 - 15:26:25,Day 0 - 1:33:1,Day 1 - 15:33:43,Day 0 - 0:7:18,42449580,0,10
1510,42837351,7,Day 1 - 15:29:12,Day 0 - 0:23:45,Day 1 - 15:41:8,Day 0 - 0:11:56,42815707,3,10
1511,42469719,2,Day 1 - 15:31:10,Day 0 - 1:19:52,Day 1 - 15:34:27,Day 0 - 0:3:17,42511223,0,3
1512,42882773,17,Day 1 - 15:31:42,Day 0 - 1:30:44,Day 1 - 15:56:40,Day 0 - 0:24:58,42889812,2,9
1513,42537564,12,Day 1 - 15:33:31,Day 0 - 0:51:10,Day 1 - 15:41:1,Day 0 - 0:7:30,42502312,4,5
1514,42492519,1,Day 1 - 15:33:39,Day 0 - 1:12:47,Day 1 - 15:43:39,Day 0 - 0:10:0,1909423513,0,2
1515,278212548,5,Day 1 - 15:37:29,Day 0 - 0:11:2,Day 1 - 15:41:39,Day 0 - 0:4:10,42843298,4,3
1516,42491671,2,Day 1 - 15:38:34,Day 0 - 0:40:58,Day 1 - 15:41:56,Day 0 - 0:3:22,42511223,4,1
1517,42845330,7,Day 1 - 15:39:25,Day 0 - 1:6:44,Day 1 - 15:54:25,Day 0 - 0:15:0,42815707,2,2
1518,42432956,8,Day 1 - 15:40:41,Day 0 - 0:44:47,Day 1 - 15:44:7,Day 0 - 0:3:26,42446132,3,4
1519,42825546,3,Day 1 - 15:41:12,Day 0 - 0:45:46,Day 1 - 15:43:23,Day 0 - 0:2:11,42836221,2,1
1520,42875574,19,Day 1 - 15:42:11,Day 0 - 1:11:18,Day 1 - 15:51:51,Day 0 - 0:9:40,42868277,2,2
1521,274421907,19,Day 1 - 15:44:6,Day 0 - 0:26:47,Day 1 - 15:57:1,Day 0 - 0:12:55,42868277,1,8
1522,42866935,3,Day 1 - 15:44:29,Day 0 - 1:41:58,Day 1 - 15:53:0,Day 0 - 0:8:31,42836221,3,7
1523,2024825501,16,Day 1 - 15:44:49,Day 0 - 0:45:31,Day 1 - 15:48:0,Day 0 - 0:3:11,42445637,1,3
1524,42478113,2,Day 1 - 15:46:22,Day 0 - 1:8:19,Day 1 - 15:47:56,Day 0 - 0:1:34,42465250,2,8
1525,42433510,8,Day 1 - 15:46:53,Day 0 - 0:53:14,Day 1 - 15:49:44,Day 0 - 0:2:51,42446132,4,7
1526,588036489,2,Day 1 - 15:47:6,Day 0 - 0:22:45,Day 1 - 15:48:7,Day 0 - 0:1:1,42465250,1,2
1527,42433292,10,Day 1 - 15:51:40,Day 0 - 0:15:57,Day 1 - 15:52:16,Day 0 - 0:0:36,42449580,4,6
1528,103863720,4,Day 1 - 15:52:14,Day 0 - 1:19:33,Day 1 - 16:1:37,Day 0 - 0:9:23,103877210,1,5
1529,596775946,11,Day 1 - 15:52:47,Day 0 - 0:44:15,Day 1 - 15:58:39,Day 0 - 0:5:52,42434810,1,5
1530,42719821,13,Day 1 - 15:55:5,Day 0 - 0:52:52,Day 1 - 16:0:2,Day 0 - 0:4:57,42742479,1,6
1531,65614883,14,Day 1 - 15:55:8,Day 0 - 1:24:41,Day 1 - 16:3:28,Day 0 - 0:8:20,103179971,4,1
1532,42433800,8,Day 1 - 15:55:52,Day 0 - 1:32:29,Day 1 - 15:57:1,Day 0 - 0:1:9,42433510,0,4
1533,42471874,10,Day 1 - 15:58:46,Day 0 - 1:56:50,Day 1 - 16:3:5,Day 0 - 0:4:19,42433292,2,3
1534,42440754,10,Day 1 - 16:2:19,Day 0 - 0:27:26,Day 1 - 16:6:23,Day 0 - 0:4:4,42433292,1,10
1535,42761462,0,Day 1 - 16:4:34,Day 0 - 1:46:27,Day 1 - 16:9:54,Day 0 - 0:5:20,42745279,4,1
1536,42474017,3,Day 1 - 16:5:5,Day 0 - 1:37:25,Day 1 - 16:12:13,Day 0 - 0:7:8,42836221,1,2
1537,42875122,17,Day 1 - 16:5:50,Day 0 - 1:12:59,Day 1 - 16:19:49,Day 0 - 0:13:9,42889812,2,8
1538,42758077,16,Day 1 - 16:6:4,Day 0 - 1:16:18,Day 1 - 16:10:27,Day 0 - 0:4:23,42445637,1,2
1539,103862590,4,Day 1 - 16:6:14,Day 0 - 1:39:54,Day 1 - 16:11:21,Day 0 - 0:5:7,103877210,3,6
1540,42512610,12,Day 1 - 16:7:21,Day 0 - 1:50:38,Day 1 - 16:13:11,Day 0 - 0:5:50,42537564,1,1
1541,42861909,19,Day 1 - 16:8:38,Day 0 - 0:27:52,Day 1 - 16:27:48,Day 0 - 0:19:10,42868277,4,6
1542,42865514,19,Day 1 - 16:9:3,Day 0 - 1:40:29,Day 1 - 16:18:13,Day 0 - 0:9:10,42861909,3,5
1543,42437749,10,Day 1 - 16:9:52,Day 0 - 0:55:39,Day 1 - 16:13:4,Day 0 - 0:3:12,42433292,0,9
1544,2089938148,11,Day 1 - 16:13:13,Day 0 - 0:29:31,Day 1 - 16:19:53,Day 0 - 0:6:40,42434810,1,4
1545,42465173,1,Day 1 - 16:13:14,Day 0 - 1:25:51,Day 1 - 16:14:54,Day 0 - 0:1:40,1909423513,3,10
1546,42768800,0,Day 1 - 16:13:37,Day 0 - 1:7:18,Day 1 - 16:21:55,Day 0 - 0:8:18,42742875,2,3
1547,42472191,12,Day 1 - 16:14:35,Day 0 - 0:38:20,Day 1 - 16:30:14,Day 0 - 0:15:39,42537564,3,6
1548,42524211,1,Day 1 - 16:16:1,Day 0 - 1:45:27,Day 1 - 16:25:11,Day 0 - 0:9:10,1909423513,2,2
1549,598669059,17,Day 1 - 16:17:9,Day 0 - 0:10:55,Day 1 - 16:27:59,Day 0 - 0:10:50,42889812,0,7
1550,42747596,16,Day 1 - 16:19:20,Day 0 - 1:17:54,Day 1 - 16:22:17,Day 0 - 0:2:57,42445637,2,1
1551,42495466,1,Day 1 - 16:20:17,Day 0 - 0:43:45,Day 1 - 16:59:21,Day 0 - 0:24:10,1909423513,2,1
1552,42884764,7,Day 1 - 16:23:37,Day 0 - 0:30:1,Day 1 - 16:26:42,Day 0 - 0:3:5,42815707,1,8
1553,2028361261,15,Day 1 - 16:27:2,Day 0 - 1:36:8,Day 1 - 16:30:44,Day 0 - 0:3:42,42741420,3,4
1554,42501463,1,Day 1 - 16:28:28,Day 0 - 0:24:56,Day 1 - 16:41:48,Day 0 - 0:13:20,1909423513,0,1
1555,42427787,11,Day 1 - 16:28:58,Day 0 - 0:10:17,Day 1 - 16:31:49,Day 0 - 0:2:51,42434810,4,1
1556,42754949,13,Day 1 - 16:29:2,Day 0 - 0:56:5,Day 1 - 16:31:8,Day 0 - 0:2:6,42742479,0,3
1557,42788016,19,Day 1 - 16:30:13,Day 0 - 1:50:14,Day 1 - 16:33:16,Day 0 - 0:3:3,42861909,1,7
1558,42855727,19,Day 1 - 16:31:10,Day 0 - 1:38:42,Day 1 - 16:42:0,Day 0 - 0:10:50,42861909,2,1
1559,42739560,18,Day 1 - 16:32:54,Day 0 - 1:57:34,Day 1 - 16:44:34,Day 0 - 0:11:40,42741588,1,1
1560,42510861,2,Day 1 - 16:33:48,Day 0 - 0:44:5,Day 1 - 16:36:36,Day 0 - 0:2:48,42465250,1,1
1561,42479515,12,Day 1 - 16:34:48,Day 0 - 1:50:21,Day 1 - 16:53:28,Day 0 - 0:13:13,42537564,3,5
1562,42817789,3,Day 1 - 16:35:2,Day 0 - 1:2:7,Day 1 - 16:37:10,Day 0 - 0:2:8,42836221,2,10
1563,2807151238,12,Day 1 - 16:35:25,Day 0 - 1:43:57,Day 1 - 16:42:5,Day 0 - 0:6:40,42537564,0,1
1564,42740214,15,Day 1 - 16:39:7,Day 0 - 1:13:45,Day 1 - 16:41:8,Day 0 - 0:2:1,42741420,2,9
1565,42760051,15,Day 1 - 16:41:54,Day 0 - 1:23:23,Day 1 - 16:46:13,Day 0 - 0:4:19,42741420,3,3
1566,42734768,18,Day 1 - 16:44:24,Day 0 - 0:50:16,Day 1 - 16:51:53,Day 0 - 0:7:29,42741588,2,10
1567,42745314,13,Day 1 - 16:44:48,Day 0 - 1:38:35,Day 1 - 16:50:18,Day 0 - 0:5:30,42742479,0,2
1568,103141321,14,Day 1 - 16:44:51,Day 0 - 1:39:56,Day 1 - 16:59:1,Day 0 - 0:14:10,298771431,3,7
1569,42820704,3,Day 1 - 16:46:48,Day 0 - 0:20:46,Day 1 - 16:55:56,Day 0 - 0:8:46,42836221,2,9
1570,103858609,4,Day 1 - 16:47:36,Day 0 - 0:18:56,Day 1 - 16:52:4,Day 0 - 0:4:28,103877210,1,4
1571,42866348,7,Day 1 - 16:48:7,Day 0 - 0:12:53,Day 1 - 16:50:7,Day 0 - 0:2:0,42815707,1,7
1572,42493841,1,Day 1 - 16:49:30,Day 0 - 1:29:15,Day 1 - 17:11:10,Day 0 - 0:21:40,1909423513,3,9
1573,42878592,17,Day 1 - 16:49:48,Day 0 - 1:23:26,Day 1 - 16:52:18,Day 0 - 0:2:30,42889812,0,6
1574,42432966,8,Day 1 - 16:49:51,Day 0 - 1:53:5,Day 1 - 16:52:3,Day 0 - 0:2:12,42433510,0,3
1575,103290806,9,Day 1 - 16:49:57,Day 0 - 0:47:30,Day 1 - 17:12:27,Day 0 - 0:22:30,103132050,4,3
1576,42521141,2,Day 1 - 16:51:25,Day 0 - 0:35:49,Day 1 - 16:54:35,Day 0 - 0:3:10,42465250,0,2
1577,42738648,18,Day 1 - 16:51:49,Day 0 - 1:58:8,Day 1 - 17:11:49,Day 0 - 0:20:0,42741588,3,2
1578,42761395,18,Day 1 - 16:53:28,Day 0 - 1:18:38,Day 1 - 17:6:5,Day 0 - 0:12:37,42741588,4,1
1579,103229765,14,Day 1 - 16:54:20,Day 0 - 1:7:11,Day 1 - 17:6:0,Day 0 - 0:11:40,298771431,2,10
1580,42516636,1,Day 1 - 17:0:0,Day 0 - 0:35:12,Day 1 - 17:21:40,Day 0 - 0:21:40,1909423513,4,1
1581,42428013,11,Day 1 - 17:0:12,Day 0 - 1:52:18,Day 1 - 17:5:32,Day 0 - 0:5:20,42430384,1,3
1582,1701253800,5,Day 1 - 17:1:15,Day 0 - 1:6:20,Day 1 - 17:12:55,Day 0 - 0:11:40,278212548,3,9
1583,42485166,12,Day 1 - 17:1:56,Day 0 - 1:32:17,Day 1 - 17:14:26,Day 0 - 0:12:30,42537564,4,4
1584,103864608,4,Day 1 - 17:3:12,Day 0 - 0:16:28,Day 1 - 17:9:33,Day 0 - 0:6:21,103877210,1,3
1585,76464185,14,Day 1 - 17:4:10,Day 0 - 0:38:48,Day 1 - 17:10:0,Day 0 - 0:5:50,298771431,0,8
1586,42443556,11,Day 1 - 17:5:46,Day 0 - 1:7:32,Day 1 - 17:10:25,Day 0 - 0:4:39,42430384,2,8
1587,42489530,1,Day 1 - 17:7:38,Day 0 - 1:50:45,Day 1 - 17:34:18,Day 0 - 0:26:40,42492633,1,5
1588,598035431,10,Day 1 - 17:10:45,Day 0 - 1:14:12,Day 1 - 17:16:33,Day 0 - 0:5:48,42433292,2,2
1589,42738145,16,Day 1 - 17:11:20,Day 0 - 1:33:44,Day 1 - 17:20:26,Day 0 - 0:9:6,42445637,1,1
1590,42506126,1,Day 1 - 17:12:1,Day 0 - 0:36:53,Day 1 - 17:48:28,Day 0 - 0:14:10,42492633,0,2
1591,42835675,19,Day 1 - 17:13:36,Day 0 - 0:58:32,Day 1 - 17:19:27,Day 0 - 0:5:51,42861909,1,6
1592,103862220,4,Day 1 - 17:14:3,Day 0 - 1:36:26,Day 1 - 17:15:3,Day 0 - 0:1:0,103877210,0,1
1593,103134591,9,Day 1 - 17:16:34,Day 0 - 0:23:42,Day 1 - 17:28:14,Day 0 - 0:11:40,103290806,3,8
1594,42752606,18,Day 1 - 17:30:2,Day 0 - 0:46:49,Day 1 - 17:42:32,Day 0 - 0:12:30,42737745,3,1
1595,103255746,9,Day 1 - 17:30:27,Day 0 - 1:26:4,Day 1 - 17:32:57,Day 0 - 0:2:30,103290806,1,6
1596,42537198,1,Day 1 - 17:32:52,Day 0 - 1:39:9,Day 1 - 18:3:28,Day 0 - 0:5:0,42492633,0,1
1597,42439275,10,Day 1 - 17:35:41,Day 0 - 1:20:29,Day 1 - 17:40:39,Day 0 - 0:4:58,42433292,3,5
1598,42428332,11,Day 1 - 17:36:55,Day 0 - 1:12:54,Day 1 - 17:38:51,Day 0 - 0:1:56,42430384,4,10
1599,103224079,9,Day 1 - 17:38:28,Day 0 - 1:17:12,Day 1 - 17:46:48,Day 0 - 0:8:20,103290806,3,7
1600,42818143,3,Day 1 - 17:42:42,Day 0 - 1:17:33,Day 1 - 17:44:16,Day 0 - 0:1:34,42836221,3,6
1601,103864128,4,Day 1 - 17:42:44,Day 0 - 0:20:58,Day 1 - 17:44:45,Day 0 - 0:2:1,103877210,3,5
1602,42849278,5,Day 1 - 17:44:56,Day 0 - 1:19:44,Day 1 - 17:53:16,Day 0 - 0:8:20,278212548,0,9
1603,42500190,3,Day 1 - 17:45:23,Day 0 - 1:39:35,Day 1 - 17:51:14,Day 0 - 0:5:51,42836221,1,1
1604,42439994,11,Day 1 - 17:46:44,Day 0 - 0:21:27,Day 1 - 17:51:16,Day 0 - 0:4:32,42428332,2,7
1605,482598056,3,Day 1 - 17:46:59,Day 0 - 1:0:52,Day 1 - 17:49:55,Day 0 - 0:2:56,42836221,0,6
1606,42725008,16,Day 1 - 17:48:17,Day 0 - 0:51:10,Day 1 - 17:52:11,Day 0 - 0:3:54,42445637,2,10
1607,42535210,1,Day 1 - 17:49:35,Day 0 - 1:48:41,Day 1 - 18:11:15,Day 0 - 0:21:40,42492633,1,4
1608,103156592,14,Day 1 - 17:49:47,Day 0 - 1:15:19,Day 1 - 18:3:7,Day 0 - 0:13:20,298771431,4,10
1609,42869917,7,Day 1 - 17:50:54,Day 0 - 1:5:56,Day 1 - 17:59:12,Day 0 - 0:8:18,42815707,3,9
1610,103199050,14,Day 1 - 17:55:8,Day 0 - 0:56:46,Day 1 - 18:8:53,Day 0 - 0:13:45,103156592,2,9
1611,103180042,14,Day 1 - 17:55:26,Day 0 - 1:38:44,Day 1 - 18:3:46,Day 0 - 0:8:20,103156592,1,1
1612,42746470,0,Day 1 - 17:57:28,Day 0 - 1:50:23,Day 1 - 18:5:48,Day 0 - 0:8:20,42742875,0,10
1613,42916360,3,Day 1 - 18:3:37,Day 0 - 1:23:45,Day 1 - 18:12:59,Day 0 - 0:9:22,42836221,4,6
1614,42858907,3,Day 1 - 18:4:58,Day 0 - 0:48:18,Day 1 - 18:12:0,Day 0 - 0:7:2,42916360,0,5
1615,1942055299,17,Day 1 - 18:5:22,Day 0 - 0:12:27,Day 1 - 18:15:15,Day 0 - 0:9:53,42889812,1,4
1616,103859565,4,Day 1 - 18:6:57,Day 0 - 0:34:56,Day 1 - 18:11:7,Day 0 - 0:4:10,103877210,2,1
1617,42868647,17,Day 1 - 18:7:21,Day 0 - 1:40:37,Day 1 - 18:15:41,Day 0 - 0:8:20,42889812,2,7
1618,42860032,3,Day 1 - 18:12:44,Day 0 - 1:52:2,Day 1 - 18:22:5,Day 0 - 0:9:21,42916360,3,5
1619,42838373,5,Day 1 - 18:13:45,Day 0 - 0:28:19,Day 1 - 18:30:25,Day 0 - 0:16:40,278212548,0,8
1620,42901466,3,Day 1 - 18:14:23,Day 0 - 1:40:15,Day 1 - 18:24:43,Day 0 - 0:10:20,42916360,2,8
1621,103215751,14,Day 1 - 18:15:6,Day 0 - 1:41:30,Day 1 - 18:29:3,Day 0 - 0:13:57,103156592,0,7
1622,103200396,14,Day 1 - 18:15:25,Day 0 - 0:26:2,Day 1 - 18:24:35,Day 0 - 0:9:10,103156592,3,6
1623,597311429,3,Day 1 - 18:15:40,Day 0 - 0:58:26,Day 1 - 18:31:20,Day 0 - 0:4:36,42916360,1,10
1624,42509047,2,Day 1 - 18:16:7,Day 0 - 0:24:52,Day 1 - 18:22:52,Day 0 - 0:6:45,42465250,1,10
1625,42429362,10,Day 1 - 18:16:41,Day 0 - 0:51:10,Day 1 - 18:19:31,Day 0 - 0:2:50,42433292,0,8
1626,42809642,7,Day 1 - 18:18:5,Day 0 - 1:52:34,Day 1 - 18:19:38,Day 0 - 0:1:33,42815707,4,8
1627,42819308,7,Day 1 - 18:18:29,Day 0 - 0:17:56,Day 1 - 18:25:12,Day 0 - 0:6:43,42809642,1,6
1628,42479725,2,Day 1 - 18:21:1,Day 0 - 0:47:18,Day 1 - 18:35:54,Day 0 - 0:14:53,42465250,4,10
1629,42924031,17,Day 1 - 18:21:16,Day 0 - 1:42:43,Day 1 - 18:26:16,Day 0 - 0:5:0,42889812,0,5
1630,42450910,10,Day 1 - 18:22:19,Day 0 - 0:41:58,Day 1 - 18:24:35,Day 0 - 0:2:16,42433292,1,9
1631,42508202,12,Day 1 - 18:22:48,Day 0 - 0:28:17,Day 1 - 18:39:28,Day 0 - 0:16:40,42485166,2,4
1632,42455735,11,Day 1 - 18:23:22,Day 0 - 1:20:27,Day 1 - 18:29:27,Day 0 - 0:6:5,42428332,3,9
1633,42814399,17,Day 1 - 18:24:16,Day 0 - 1:2:12,Day 1 - 18:29:27,Day 0 - 0:4:12,42889812,1,3
1634,42445578,16,Day 1 - 18:25:7,Day 0 - 0:50:47,Day 1 - 18:29:7,Day 0 - 0:4:0,42445637,4,6
1635,42488953,17,Day 1 - 18:26:18,Day 0 - 1:14:52,Day 1 - 18:45:34,Day 0 - 0:19:16,42889812,2,6
1636,42485061,12,Day 1 - 18:26:43,Day 0 - 0:44:16,Day 1 - 18:34:7,Day 0 - 0:7:24,42485166,3,4
1637,42761387,18,Day 1 - 18:27:17,Day 0 - 0:30:48,Day 1 - 18:32:16,Day 0 - 0:4:59,42737745,2,9
1638,42834180,3,Day 1 - 18:27:18,Day 0 - 1:7:3,Day 1 - 18:31:44,Day 0 - 0:4:26,42916360,0,4
1639,42822383,7,Day 1 - 18:28:3,Day 0 - 0:20:29,Day 1 - 18:39:43,Day 0 - 0:11:40,42809642,2,1
1640,42488270,10,Day 1 - 18:29:13,Day 0 - 1:21:10,Day 1 - 18:30:17,Day 0 - 0:1:4,42433292,2,1
1641,42878177,3,Day 1 - 18:29:21,Day 0 - 0:49:33,Day 1 - 18:41:48,Day 0 - 0:7:5,42916360,2,7
1642,42816157,19,Day 1 - 18:32:8,Day 0 - 1:19:51,Day 1 - 18:36:32,Day 0 - 0:4:24,42861909,1,5
1643,42908847,3,Day 1 - 18:32:10,Day 0 - 0:19:18,Day 1 - 18:47:37,Day 0 - 0:15:27,42916360,3,4
1644,42435993,8,Day 1 - 18:34:33,Day 0 - 0:31:17,Day 1 - 18:36:54,Day 0 - 0:2:21,42433510,1,3
1645,42494695,12,Day 1 - 18:35:57,Day 0 - 1:8:47,Day 1 - 18:45:39,Day 0 - 0:9:42,42485166,0,10
1646,42733925,15,Day 1 - 18:37:29,Day 0 - 0:15:29,Day 1 - 18:41:15,Day 0 - 0:3:46,42741420,2,8
1647,42487844,2,Day 1 - 18:37:40,Day 0 - 0:17:5,Day 1 - 18:43:6,Day 0 - 0:5:26,42479725,0,1
1648,42887192,19,Day 1 - 18:38:1,Day 0 - 0:14:3,Day 1 - 18:47:11,Day 0 - 0:9:10,42861909,0,1
1649,530805904,9,Day 1 - 18:39:8,Day 0 - 1:1:15,Day 1 - 18:50:48,Day 0 - 0:11:40,103290806,3,6
1650,103239384,14,Day 1 - 18:46:7,Day 0 - 0:52:29,Day 1 - 18:50:17,Day 0 - 0:4:10,103156592,3,5
1651,42837095,7,Day 1 - 18:47:12,Day 0 - 1:45:47,Day 1 - 19:5:32,Day 0 - 0:18:20,42809642,0,2
1652,481250151,3,Day 1 - 18:48:29,Day 0 - 0:25:27,Day 1 - 18:53:43,Day 0 - 0:5:14,42916360,0,3
1653,42460232,6,Day 1 - 18:48:31,Day 0 - 1:0:27,Day 1 - 18:56:1,Day 0 - 0:7:30,42479540,2,4
1654,42808384,3,Day 1 - 18:49:24,Day 0 - 0:48:37,Day 1 - 18:56:12,Day 0 - 0:6:48,42916360,1,9
1655,42740003,18,Day 1 - 18:51:3,Day 0 - 1:40:59,Day 1 - 18:55:51,Day 0 - 0:4:48,42737745,2,8
1656,103882361,4,Day 1 - 18:51:20,Day 0 - 1:2:18,Day 1 - 18:55:1,Day 0 - 0:3:41,103877210,1,2
1657,42838954,19,Day 1 - 18:54:32,Day 0 - 1:45:8,Day 1 - 19:10:9,Day 0 - 0:15:37,42861909,1,4
1658,42850876,3,Day 1 - 18:55:31,Day 0 - 0:12:10,Day 1 - 18:59:28,Day 0 - 0:3:57,42916360,2,6
1659,42856700,3,Day 1 - 18:58:6,Day 0 - 1:46:26,Day 1 - 19:6:50,Day 0 - 0:8:44,42916360,3,3
1660,42434951,11,Day 1 - 18:59:25,Day 0 - 0:24:29,Day 1 - 19:7:15,Day 0 - 0:7:50,42428332,2,6
1661,2408354099,15,Day 1 - 19:3:47,Day 0 - 0:40:21,Day 1 - 19:5:44,Day 0 - 0:1:57,42741420,3,2
1662,595757810,15,Day 1 - 19:8:6,Day 0 - 0:41:29,Day 1 - 19:11:20,Day 0 - 0:3:14,42741420,0,8
1663,42835775,19,Day 1 - 19:8:22,Day 0 - 1:54:26,Day 1 - 19:15:2,Day 0 - 0:6:40,42861909,2,10
1664,42532237,1,Day 1 - 19:8:44,Day 0 - 0:50:24,Day 1 - 19:27:4,Day 0 - 0:18:20,42492633,0,10
1665,42742395,15,Day 1 - 19:9:42,Day 0 - 1:5:37,Day 1 - 19:13:5,Day 0 - 0:3:23,42741420,4,6
1666,42845803,3,Day 1 - 19:10:6,Day 0 - 1:0:13,Day 1 - 19:14:11,Day 0 - 0:4:5,42916360,1,8
1667,42781101,15,Day 1 - 19:13:17,Day 0 - 1:43:28,Day 1 - 19:17:23,Day 0 - 0:4:6,42742395,1,1
1668,42914032,19,Day 1 - 19:14:1,Day 0 - 1:26:23,Day 1 - 19:29:1,Day 0 - 0:15:0,42861909,3,4
1669,42919660,3,Day 1 - 19:14:2,Day 0 - 0:34:3,Day 1 - 19:18:37,Day 0 - 0:4:35,42916360,2,5
1670,42759634,16,Day 1 - 19:14:24,Day 0 - 1:46:0,Day 1 - 19:19:26,Day 0 - 0:5:2,42445578,4,5
1671,103866591,4,Day 1 - 19:14:32,Day 0 - 1:37:13,Day 1 - 19:15:50,Day 0 - 0:1:18,103877210,3,4
1672,42536642,10,Day 1 - 19:15:35,Day 0 - 1:9:58,Day 1 - 19:20:40,Day 0 - 0:5:5,42433292,2,10
1673,42818511,3,Day 1 - 19:15:47,Day 0 - 1:13:17,Day 1 - 19:20:30,Day 0 - 0:4:43,42916360,0,2
1674,42808544,19,Day 1 - 19:15:48,Day 0 - 1:14:17,Day 1 - 19:38:22,Day 0 - 0:13:20,42861909,2,9
1675,42818622,17,Day 1 - 19:17:29,Day 0 - 1:6:14,Day 1 - 19:20:49,Day 0 - 0:3:20,42889812,4,4
1676,42508200,12,Day 1 - 19:17:57,Day 0 - 0:22:12,Day 1 - 19:18:47,Day 0 - 0:0:50,42485166,2,3
1677,42499846,12,Day 1 - 19:18:56,Day 0 - 0:34:10,Day 1 - 19:23:5,Day 0 - 0:4:9,42485166,3,3
1678,42819377,3,Day 1 - 19:19:41,Day 0 - 1:33:40,Day 1 - 19:25:4,Day 0 - 0:5:23,42916360,4,5
1679,1202018697,16,Day 1 - 19:19:41,Day 0 - 1:27:2,Day 1 - 19:24:50,Day 0 - 0:5:9,42759634,1,10
1680,42472346,12,Day 1 - 19:21:40,Day 0 - 0:40:36,Day 1 - 19:26:40,Day 0 - 0:5:0,42485166,4,3
1681,1347023060,0,Day 1 - 19:23:29,Day 0 - 0:23:50,Day 1 - 19:27:39,Day 0 - 0:4:10,42742875,1,7
1682,103165386,9,Day 1 - 19:24:41,Day 0 - 0:11:41,Day 1 - 19:31:21,Day 0 - 0:6:40,103290806,4,2
1683,42849255,7,Day 1 - 19:25:29,Day 0 - 1:53:46,Day 1 - 19:34:39,Day 0 - 0:9:10,42809642,2,10
1684,103293822,9,Day 1 - 19:26:10,Day 0 - 1:20:32,Day 1 - 19:36:36,Day 0 - 0:10:26,103165386,1,5
1685,42484397,1,Day 1 - 19:27:45,Day 0 - 1:57:46,Day 1 - 19:41:5,Day 0 - 0:13:20,42492633,3,8
1686,42769615,0,Day 1 - 19:31:22,Day 0 - 1:9:54,Day 1 - 19:36:22,Day 0 - 0:5:0,42742875,0,9
1687,597676795,3,Day 1 - 19:38:53,Day 0 - 1:34:25,Day 1 - 19:42:33,Day 0 - 0:3:40,42819377,4,4
1688,42470825,1,Day 1 - 19:43:18,Day 0 - 0:29:28,Day 1 - 19:51:38,Day 0 - 0:8:20,42492633,1,3
1689,42847138,5,Day 1 - 19:46:13,Day 0 - 0:14:12,Day 1 - 19:47:53,Day 0 - 0:1:40,278212548,4,2
1690,42511817,6,Day 1 - 19:46:26,Day 0 - 1:24:30,Day 1 - 19:56:26,Day 0 - 0:10:0,42479540,1,3
